R_270c3_(GST_1000nm)_DTGS_MIR_CaF2,R_270c3_(GST_1000nm)_DTGS_MIR_CaF2
7496.27897 0.42635
7494.35041 0.41952
7492.42186 0.41746
7490.49331 0.42726
7488.56476 0.43093
7486.63621 0.415
7484.70766 0.3908
7482.77911 0.37933
7480.85056 0.38181
7478.922 0.38965
7476.99345 0.40178
7475.0649 0.41488
7473.13635 0.40888
7471.2078 0.38113
7469.27925 0.36345
7467.3507 0.3704
7465.42215 0.3763
7463.49359 0.3761
7461.56504 0.39443
7459.63649 0.42103
7457.70794 0.42959
7455.77939 0.42229
7453.85084 0.41668
7451.92229 0.41988
7449.99373 0.42948
7448.06518 0.43231
7446.13663 0.41067
7444.20808 0.37777
7442.27953 0.36109
7440.35098 0.36839
7438.42243 0.38059
7436.49388 0.38488
7434.56532 0.40265
7432.63677 0.42961
7430.70822 0.43047
7428.77967 0.40072
7426.85112 0.38113
7424.92257 0.39976
7422.99402 0.43712
7421.06546 0.45735
7419.13691 0.44889
7417.20836 0.42095
7415.27981 0.39494
7413.35126 0.38966
7411.42271 0.39181
7409.49416 0.38878
7407.56561 0.39478
7405.63705 0.40101
7403.7085 0.38784
7401.77995 0.37009
7399.8514 0.36737
7397.92285 0.3737
7395.9943 0.38684
7394.06575 0.40123
7392.1372 0.41257
7390.20864 0.42523
7388.28009 0.43216
7386.35154 0.42145
7384.42299 0.40186
7382.49444 0.38958
7380.56589 0.39018
7378.63734 0.38568
7376.70878 0.37226
7374.78023 0.38768
7372.85168 0.42631
7370.92313 0.44232
7368.99458 0.43053
7367.06603 0.40037
7365.13748 0.36088
7363.20893 0.34099
7361.28037 0.35382
7359.35182 0.37159
7357.42327 0.3656
7355.49472 0.35939
7353.56617 0.3838
7351.63762 0.41196
7349.70907 0.41032
7347.78051 0.39566
7345.85196 0.39453
7343.92341 0.39938
7341.99486 0.40092
7340.06631 0.40562
7338.13776 0.41283
7336.20921 0.41617
7334.28066 0.41161
7332.3521 0.39629
7330.42355 0.37925
7328.495 0.37843
7326.56645 0.39238
7324.6379 0.38971
7322.70935 0.37613
7320.7808 0.37357
7318.85225 0.37457
7316.92369 0.37916
7314.99514 0.38942
7313.06659 0.39061
7311.13804 0.38309
7309.20949 0.36872
7307.28094 0.3468
7305.35239 0.34195
7303.42383 0.36489
7301.49528 0.39078
7299.56673 0.39703
7297.63818 0.38567
7295.70963 0.37552
7293.78108 0.37892
7291.85253 0.39003
7289.92398 0.39961
7287.99542 0.40465
7286.06687 0.41278
7284.13832 0.42374
7282.20977 0.41857
7280.28122 0.40295
7278.35267 0.39388
7276.42412 0.39697
7274.49556 0.40519
7272.56701 0.3986
7270.63846 0.3884
7268.70991 0.39577
7266.78136 0.40425
7264.85281 0.39955
7262.92426 0.38973
7260.99571 0.36992
7259.06715 0.34166
7257.1386 0.33153
7255.21005 0.34919
7253.2815 0.37809
7251.35295 0.40375
7249.4244 0.42107
7247.49585 0.42681
7245.5673 0.42136
7243.63874 0.41238
7241.71019 0.40922
7239.78164 0.41579
7237.85309 0.41899
7235.92454 0.40916
7233.99599 0.3993
7232.06744 0.40157
7230.13888 0.40265
7228.21033 0.39362
7226.28178 0.39139
7224.35323 0.4048
7222.42468 0.42401
7220.49613 0.4376
7218.56758 0.444
7216.63903 0.44612
7214.71047 0.43734
7212.78192 0.4207
7210.85337 0.40841
7208.92482 0.40323
7206.99627 0.40941
7205.06772 0.41001
7203.13917 0.38704
7201.21061 0.37394
7199.28206 0.39873
7197.35351 0.42787
7195.42496 0.43337
7193.49641 0.43234
7191.56786 0.433
7189.63931 0.4216
7187.71076 0.40699
7185.7822 0.40912
7183.85365 0.42052
7181.9251 0.41439
7179.99655 0.4
7178.068 0.4026
7176.13945 0.42061
7174.2109 0.43946
7172.28235 0.43571
7170.35379 0.40636
7168.42524 0.37802
7166.49669 0.36984
7164.56814 0.38998
7162.63959 0.42456
7160.71104 0.43659
7158.78249 0.42061
7156.85393 0.40597
7154.92538 0.39455
7152.99683 0.38476
7151.06828 0.39643
7149.13973 0.42625
7147.21118 0.43625
7145.28263 0.41434
7143.35408 0.39751
7141.42552 0.40963
7139.49697 0.42953
7137.56842 0.43879
7135.63987 0.43542
7133.71132 0.4242
7131.78277 0.42103
7129.85422 0.43355
7127.92566 0.44751
7125.99711 0.45787
7124.06856 0.46728
7122.14001 0.46767
7120.21146 0.4559
7118.28291 0.43885
7116.35436 0.42089
7114.42581 0.41082
7112.49725 0.40944
7110.5687 0.413
7108.64015 0.42619
7106.7116 0.44407
7104.78305 0.45068
7102.8545 0.4411
7100.92595 0.42523
7098.9974 0.41377
7097.06884 0.40709
7095.14029 0.40574
7093.21174 0.4175
7091.28319 0.43562
7089.35464 0.44226
7087.42609 0.43981
7085.49754 0.43266
7083.56898 0.4197
7081.64043 0.41385
7079.71188 0.42613
7077.78333 0.44061
7075.85478 0.43975
7073.92623 0.43404
7071.99768 0.44418
7070.06913 0.46186
7068.14057 0.46121
7066.21202 0.44052
7064.28347 0.42747
7062.35492 0.43429
7060.42637 0.43884
7058.49782 0.43496
7056.56927 0.43685
7054.64071 0.43176
7052.71216 0.41972
7050.78361 0.4196
7048.85506 0.42637
7046.92651 0.42422
7044.99796 0.41599
7043.06941 0.40954
7041.14086 0.41806
7039.2123 0.43925
7037.28375 0.4451
7035.3552 0.43394
7033.42665 0.42981
7031.4981 0.4318
7029.56955 0.42916
7027.641 0.427
7025.71245 0.42404
7023.78389 0.4151
7021.85534 0.41023
7019.92679 0.4207
7017.99824 0.43555
7016.06969 0.43518
7014.14114 0.42455
7012.21259 0.42087
7010.28403 0.41941
7008.35548 0.41489
7006.42693 0.41455
7004.49838 0.42584
7002.56983 0.44617
7000.64128 0.46038
6998.71273 0.4629
6996.78418 0.46189
6994.85562 0.45757
6992.92707 0.4472
6990.99852 0.43921
6989.06997 0.43133
6987.14142 0.42631
6985.21287 0.44037
6983.28432 0.46735
6981.35576 0.48032
6979.42721 0.46699
6977.49866 0.43806
6975.57011 0.41583
6973.64156 0.40749
6971.71301 0.40237
6969.78446 0.40242
6967.85591 0.40989
6965.92735 0.41063
6963.9988 0.4076
6962.07025 0.4218
6960.1417 0.44757
6958.21315 0.45591
6956.2846 0.44334
6954.35605 0.43036
6952.4275 0.42178
6950.49894 0.41923
6948.57039 0.43194
6946.64184 0.45217
6944.71329 0.45788
6942.78474 0.44677
6940.85619 0.43681
6938.92764 0.43431
6936.99908 0.42728
6935.07053 0.4107
6933.14198 0.39427
6931.21343 0.39013
6929.28488 0.40459
6927.35633 0.4268
6925.42778 0.43071
6923.49923 0.41936
6921.57067 0.41244
6919.64212 0.40922
6917.71357 0.41161
6915.78502 0.42117
6913.85647 0.42503
6911.92792 0.42097
6909.99937 0.41657
6908.07081 0.41243
6906.14226 0.40626
6904.21371 0.40215
6902.28516 0.40721
6900.35661 0.42354
6898.42806 0.43869
6896.49951 0.44149
6894.57096 0.44338
6892.6424 0.44586
6890.71385 0.44047
6888.7853 0.43032
6886.85675 0.42095
6884.9282 0.4189
6882.99965 0.42226
6881.0711 0.41801
6879.14255 0.40442
6877.21399 0.39416
6875.28544 0.39489
6873.35689 0.40032
6871.42834 0.40079
6869.49979 0.39635
6867.57124 0.38993
6865.64269 0.38263
6863.71413 0.3842
6861.78558 0.40251
6859.85703 0.41446
6857.92848 0.41007
6855.99993 0.41072
6854.07138 0.41568
6852.14283 0.40858
6850.21428 0.39764
6848.28572 0.39439
6846.35717 0.39674
6844.42862 0.40835
6842.50007 0.41845
6840.57152 0.40913
6838.64297 0.38699
6836.71442 0.37172
6834.78586 0.366
6832.85731 0.35866
6830.92876 0.35517
6829.00021 0.36568
6827.07166 0.3831
6825.14311 0.39134
6823.21456 0.39331
6821.28601 0.39703
6819.35745 0.39743
6817.4289 0.39063
6815.50035 0.37526
6813.5718 0.36243
6811.64325 0.36506
6809.7147 0.36761
6807.78615 0.36084
6805.8576 0.36801
6803.92904 0.38701
6802.00049 0.39234
6800.07194 0.38553
6798.14339 0.37357
6796.21484 0.35976
6794.28629 0.3557
6792.35774 0.35606
6790.42918 0.35589
6788.50063 0.35921
6786.57208 0.36443
6784.64353 0.37068
6782.71498 0.36919
6780.78643 0.34924
6778.85788 0.32343
6776.92933 0.31327
6775.00077 0.32408
6773.07222 0.3478
6771.14367 0.37173
6769.21512 0.38137
6767.28657 0.36835
6765.35802 0.34828
6763.42947 0.33777
6761.50091 0.33361
6759.57236 0.33256
6757.64381 0.33307
6755.71526 0.32994
6753.78671 0.32965
6751.85816 0.33759
6749.92961 0.34602
6748.00106 0.34301
6746.0725 0.32607
6744.14395 0.30835
6742.2154 0.3024
6740.28685 0.31073
6738.3583 0.32352
6736.42975 0.32812
6734.5012 0.3273
6732.57265 0.33613
6730.64409 0.35846
6728.71554 0.37328
6726.78699 0.36756
6724.85844 0.35024
6722.92989 0.33533
6721.00134 0.32983
6719.07279 0.33429
6717.14423 0.3402
6715.21568 0.34214
6713.28713 0.34401
6711.35858 0.3442
6709.43003 0.33866
6707.50148 0.33479
6705.57293 0.34273
6703.64438 0.3587
6701.71582 0.36253
6699.78727 0.35564
6697.85872 0.3537
6695.93017 0.35106
6694.00162 0.34345
6692.07307 0.33606
6690.14452 0.32959
6688.21596 0.32602
6686.28741 0.33421
6684.35886 0.34946
6682.43031 0.3535
6680.50176 0.34341
6678.57321 0.33842
6676.64466 0.34969
6674.71611 0.35893
6672.78755 0.35032
6670.859 0.34185
6668.93045 0.3464
6667.0019 0.35818
6665.07335 0.36959
6663.1448 0.36965
6661.21625 0.36076
6659.2877 0.35632
6657.35914 0.35522
6655.43059 0.35548
6653.50204 0.35436
6651.57349 0.35306
6649.64494 0.3546
6647.71639 0.34716
6645.78784 0.33914
6643.85928 0.35106
6641.93073 0.36933
6640.00218 0.3748
6638.07363 0.37277
6636.14508 0.36638
6634.21653 0.36136
6632.28798 0.36682
6630.35943 0.37675
6628.43087 0.37905
6626.50232 0.3776
6624.57377 0.37964
6622.64522 0.38425
6620.71667 0.3892
6618.78812 0.38493
6616.85957 0.37789
6614.93101 0.3812
6613.00246 0.38653
6611.07391 0.39146
6609.14536 0.39972
6607.21681 0.40633
6605.28826 0.4048
6603.35971 0.39585
6601.43116 0.39072
6599.5026 0.39103
6597.57405 0.39535
6595.6455 0.4056
6593.71695 0.41149
6591.7884 0.40998
6589.85985 0.40589
6587.9313 0.39927
6586.00275 0.39847
6584.07419 0.41105
6582.14564 0.42381
6580.21709 0.42158
6578.28854 0.40906
6576.35999 0.39722
6574.43144 0.39491
6572.50289 0.40458
6570.57433 0.4143
6568.64578 0.41585
6566.71723 0.418
6564.78868 0.42494
6562.86013 0.43026
6560.93158 0.43725
6559.00303 0.44475
6557.07448 0.44011
6555.14592 0.43199
6553.21737 0.43716
6551.28882 0.44728
6549.36027 0.44875
6547.43172 0.44721
6545.50317 0.44583
6543.57462 0.44056
6541.64606 0.44462
6539.71751 0.46159
6537.78896 0.47121
6535.86041 0.47013
6533.93186 0.46609
6532.00331 0.4571
6530.07476 0.45002
6528.14621 0.45603
6526.21765 0.46851
6524.2891 0.47782
6522.36055 0.47964
6520.432 0.47418
6518.50345 0.46988
6516.5749 0.46916
6514.64635 0.46759
6512.7178 0.47084
6510.78924 0.4817
6508.86069 0.48584
